age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,deposit
age_25_or_above,job_management,marital_single,education_tertiary,default_no,37,housing_no,loan_no,contact_cellular,month_aug,669,2,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_married,education_secondary,default_no,823,housing_no,loan_no,contact_cellular,month_aug,780,4,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_married,education_primary,default_no,1625,housing_no,loan_no,contact_cellular,month_aug,459,2,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_tertiary,default_no,120,housing_no,loan_no,contact_cellular,month_aug,1000,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,2957,housing_yes,loan_yes,contact_cellular,month_aug,733,3,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,2,housing_no,loan_no,contact_cellular,month_aug,848,1,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_divorced,education_secondary,default_no,1,housing_no,loan_no,contact_cellular,month_aug,1242,3,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,1795,housing_no,loan_no,contact_cellular,month_aug,922,7,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,4,housing_no,loan_no,contact_cellular,month_aug,1206,4,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,476,housing_no,loan_no,contact_cellular,month_aug,856,3,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,9,housing_no,loan_no,contact_cellular,month_aug,386,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,131,housing_yes,loan_no,contact_cellular,month_aug,384,6,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,1120,housing_no,loan_no,contact_cellular,month_aug,1070,2,-1,0,poutcome_unknown,1
age_25_or_above,job_housemaid,marital_married,education_primary,default_no,2785,housing_no,loan_no,contact_cellular,month_aug,610,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,0,housing_no,loan_no,contact_cellular,month_aug,699,7,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,43,housing_no,loan_no,contact_cellular,month_aug,917,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,0,housing_no,loan_no,contact_cellular,month_aug,608,2,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_secondary,default_no,456,housing_yes,loan_no,contact_cellular,month_aug,734,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_secondary,default_no,2018,housing_no,loan_no,contact_cellular,month_aug,1238,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,0,housing_no,loan_no,contact_cellular,month_aug,1242,5,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_no,354,housing_no,loan_no,contact_cellular,month_aug,444,3,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,719,housing_no,loan_yes,contact_cellular,month_aug,418,5,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,828,housing_no,loan_yes,contact_cellular,month_aug,1080,3,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,2787,housing_no,loan_no,contact_cellular,month_aug,479,1,-1,0,poutcome_unknown,1
age_25_or_above,job_unemployed,marital_married,education_secondary,default_no,2551,housing_no,loan_no,contact_cellular,month_aug,645,2,-1,0,poutcome_unknown,1
age_25_or_above,job_retired,marital_married,education_secondary,default_no,2722,housing_no,loan_no,contact_cellular,month_aug,506,2,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_secondary,default_no,1880,housing_no,loan_no,contact_cellular,month_aug,768,2,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,2112,housing_no,loan_no,contact_cellular,month_aug,1134,2,-1,0,poutcome_unknown,1
age_25_or_above,job_unemployed,marital_divorced,education_secondary,default_no,871,housing_no,loan_no,contact_cellular,month_aug,396,3,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_secondary,default_no,850,housing_no,loan_no,contact_cellular,month_aug,507,2,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,3243,housing_no,loan_no,contact_cellular,month_aug,439,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,1567,housing_yes,loan_no,contact_cellular,month_aug,1133,4,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_yes,12,housing_no,loan_no,contact_cellular,month_aug,587,2,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,128,housing_no,loan_no,contact_cellular,month_aug,696,2,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,553,housing_no,loan_no,contact_cellular,month_aug,645,8,-1,0,poutcome_unknown,1
age_25_or_above,job_unemployed,marital_divorced,education_secondary,default_no,1694,housing_no,loan_no,contact_cellular,month_aug,473,6,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,408,housing_no,loan_no,contact_cellular,month_aug,559,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,1223,housing_no,loan_no,contact_cellular,month_aug,1092,5,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,1858,housing_no,loan_no,contact_cellular,month_aug,453,3,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,520,housing_yes,loan_no,contact_cellular,month_aug,1307,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,271,housing_yes,loan_no,contact_cellular,month_aug,1344,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_secondary,default_no,4396,housing_no,loan_no,contact_cellular,month_aug,432,3,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,568,housing_yes,loan_no,contact_cellular,month_aug,1613,1,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_no,3665,housing_no,loan_no,contact_cellular,month_aug,664,3,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_no,244,housing_yes,loan_no,contact_cellular,month_aug,1735,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,568,housing_no,loan_no,contact_cellular,month_aug,940,10,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,42,housing_no,loan_no,contact_cellular,month_aug,1842,2,-1,0,poutcome_unknown,1
age_25_or_above,job_retired,marital_married,education_primary,default_no,309,housing_no,loan_no,contact_cellular,month_aug,969,2,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,-180,housing_no,loan_yes,contact_cellular,month_aug,823,2,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_tertiary,default_no,34646,housing_no,loan_no,contact_telephone,month_aug,618,9,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_divorced,education_tertiary,default_no,59,housing_no,loan_no,contact_cellular,month_aug,526,2,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,4436,housing_no,loan_no,contact_cellular,month_aug,846,5,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_no,-242,housing_yes,loan_no,contact_cellular,month_aug,1149,6,-1,0,poutcome_unknown,1
age_25_or_above,job_self-employed,marital_married,education_secondary,default_no,10052,housing_no,loan_no,contact_cellular,month_aug,665,2,-1,0,poutcome_unknown,1
age_25_or_above,job_retired,marital_married,education_tertiary,default_no,0,housing_no,loan_no,contact_cellular,month_aug,641,4,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_divorced,education_secondary,default_no,152,housing_no,loan_no,contact_cellular,month_aug,404,6,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,156,housing_no,loan_no,contact_cellular,month_aug,657,7,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,66,housing_no,loan_no,contact_cellular,month_aug,737,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,9827,housing_yes,loan_no,contact_cellular,month_aug,871,4,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_married,education_secondary,default_no,6170,housing_no,loan_no,contact_cellular,month_aug,838,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,2383,housing_no,loan_no,contact_cellular,month_aug,379,6,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_tertiary,default_no,635,housing_no,loan_no,contact_cellular,month_aug,851,8,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_no,16,housing_no,loan_no,contact_cellular,month_aug,990,1,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_divorced,education_secondary,default_no,362,housing_no,loan_no,contact_cellular,month_aug,529,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,191,housing_no,loan_no,contact_cellular,month_aug,1148,2,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,455,housing_yes,loan_no,contact_cellular,month_aug,904,6,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_divorced,education_secondary,default_no,3043,housing_no,loan_no,contact_cellular,month_aug,707,2,-1,0,poutcome_unknown,1
age_25_or_above,job_retired,marital_married,education_primary,default_no,3334,housing_no,loan_no,contact_cellular,month_aug,632,4,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_tertiary,default_no,8029,housing_yes,loan_no,contact_cellular,month_aug,593,4,-1,0,poutcome_unknown,1
age_25_or_above,job_entrepreneur,marital_married,education_tertiary,default_no,624,housing_no,loan_no,contact_telephone,month_aug,552,2,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,331,housing_no,loan_no,contact_cellular,month_aug,857,2,-1,0,poutcome_unknown,1
age_25_or_above,job_housemaid,marital_married,education_primary,default_no,2929,housing_no,loan_no,contact_cellular,month_aug,518,2,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_married,education_secondary,default_no,1314,housing_no,loan_no,contact_cellular,month_aug,834,14,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,289,housing_yes,loan_no,contact_cellular,month_aug,1184,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,20,housing_no,loan_no,contact_cellular,month_aug,1151,2,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,8163,housing_no,loan_no,contact_cellular,month_aug,1231,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,1200,housing_no,loan_no,contact_cellular,month_aug,904,3,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_no,1732,housing_yes,loan_no,contact_cellular,month_aug,1871,3,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_tertiary,default_no,0,housing_no,loan_no,contact_cellular,month_aug,773,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,576,housing_no,loan_no,contact_cellular,month_aug,762,3,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,493,housing_no,loan_no,contact_cellular,month_aug,671,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,682,housing_no,loan_no,contact_cellular,month_aug,638,6,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_no,0,housing_no,loan_no,contact_cellular,month_aug,594,4,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,3485,housing_no,loan_no,contact_cellular,month_aug,625,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,2944,housing_no,loan_no,contact_cellular,month_aug,882,8,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,1353,housing_no,loan_no,contact_cellular,month_aug,528,5,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_divorced,education_tertiary,default_no,0,housing_no,loan_no,contact_cellular,month_aug,309,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,1541,housing_no,loan_no,contact_cellular,month_aug,471,8,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,548,housing_no,loan_no,contact_cellular,month_aug,520,7,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_divorced,education_tertiary,default_no,254,housing_no,loan_no,contact_cellular,month_aug,1576,8,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_tertiary,default_no,4414,housing_no,loan_no,contact_cellular,month_aug,504,7,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_secondary,default_no,985,housing_no,loan_no,contact_cellular,month_aug,998,6,-1,0,poutcome_unknown,1
age_25_or_above,job_retired,marital_married,education_primary,default_no,1241,housing_no,loan_no,contact_cellular,month_aug,194,2,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_no,3278,housing_no,loan_no,contact_cellular,month_aug,645,14,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,412,housing_no,loan_no,contact_cellular,month_aug,1293,8,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,483,housing_no,loan_no,contact_cellular,month_aug,950,6,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,7135,housing_no,loan_no,contact_cellular,month_aug,1032,3,-1,0,poutcome_unknown,1
age_25_or_above,job_self-employed,marital_single,education_tertiary,default_no,61,housing_no,loan_no,contact_cellular,month_aug,836,3,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,1412,housing_yes,loan_no,contact_unknown,month_aug,480,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,15,housing_no,loan_no,contact_cellular,month_aug,921,2,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_single,education_tertiary,default_no,27,housing_no,loan_no,contact_cellular,month_aug,467,2,-1,0,poutcome_unknown,1
age_25_or_above,job_self-employed,marital_married,education_tertiary,default_no,1196,housing_no,loan_no,contact_cellular,month_aug,552,5,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_divorced,education_secondary,default_no,19,housing_no,loan_no,contact_cellular,month_aug,875,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,432,housing_no,loan_no,contact_telephone,month_aug,588,6,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_tertiary,default_no,988,housing_no,loan_no,contact_cellular,month_aug,1408,5,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_married,education_tertiary,default_no,1614,housing_no,loan_no,contact_cellular,month_aug,921,6,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_no,163,housing_yes,loan_no,contact_cellular,month_aug,627,2,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_tertiary,default_no,247,housing_no,loan_no,contact_cellular,month_aug,625,6,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,236,housing_no,loan_no,contact_cellular,month_aug,703,2,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_no,666,housing_no,loan_no,contact_cellular,month_aug,1503,2,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_tertiary,default_no,73,housing_no,loan_no,contact_cellular,month_aug,644,4,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_divorced,education_tertiary,default_no,96,housing_no,loan_no,contact_cellular,month_aug,913,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,46,housing_no,loan_no,contact_cellular,month_aug,788,6,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_married,education_secondary,default_no,1501,housing_no,loan_no,contact_cellular,month_aug,946,4,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_single,education_tertiary,default_no,-477,housing_no,loan_yes,contact_cellular,month_aug,1532,2,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,1694,housing_no,loan_no,contact_cellular,month_aug,793,10,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,196,housing_no,loan_no,contact_cellular,month_aug,81,1,-1,0,poutcome_unknown,1
age_25_or_above,job_self-employed,marital_single,education_tertiary,default_no,462,housing_no,loan_no,contact_cellular,month_aug,1877,3,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,1227,housing_no,loan_no,contact_cellular,month_aug,1123,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,522,housing_no,loan_no,contact_cellular,month_aug,576,2,-1,0,poutcome_unknown,1
age_25_or_above,job_self-employed,marital_married,education_tertiary,default_no,94,housing_no,loan_no,contact_cellular,month_aug,579,2,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,267,housing_no,loan_no,contact_cellular,month_aug,520,2,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,4570,housing_no,loan_no,contact_cellular,month_aug,1258,2,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,25,housing_no,loan_no,contact_cellular,month_aug,528,2,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,0,housing_no,loan_no,contact_cellular,month_aug,686,2,-1,0,poutcome_unknown,1
age_25_or_above,job_entrepreneur,marital_married,education_tertiary,default_no,1920,housing_no,loan_no,contact_cellular,month_aug,604,6,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,1575,housing_yes,loan_no,contact_cellular,month_aug,1241,11,-1,0,poutcome_unknown,1
age_25_or_above,job_unemployed,marital_married,education_secondary,default_no,234,housing_no,loan_no,contact_cellular,month_aug,735,1,-1,0,poutcome_unknown,1
age_25_or_above,job_retired,marital_married,education_primary,default_no,3518,housing_yes,loan_no,contact_cellular,month_aug,626,3,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,136,housing_no,loan_no,contact_cellular,month_aug,363,7,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,830,housing_no,loan_no,contact_cellular,month_aug,961,4,-1,0,poutcome_unknown,1
age_25_or_above,job_housemaid,marital_married,education_primary,default_no,2054,housing_no,loan_no,contact_cellular,month_aug,472,6,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,-546,housing_no,loan_no,contact_cellular,month_aug,1152,6,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,5188,housing_yes,loan_no,contact_cellular,month_aug,606,6,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,1882,housing_no,loan_no,contact_cellular,month_aug,497,5,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,792,housing_no,loan_no,contact_cellular,month_aug,630,7,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_unknown,default_yes,162,housing_no,loan_no,contact_cellular,month_aug,366,3,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,1035,housing_no,loan_no,contact_cellular,month_aug,1374,10,-1,0,poutcome_unknown,1
age_25_or_above,job_retired,marital_married,education_tertiary,default_no,746,housing_no,loan_no,contact_cellular,month_aug,372,5,-1,0,poutcome_unknown,1
age_25_or_above,job_unknown,marital_married,education_unknown,default_no,17297,housing_no,loan_no,contact_cellular,month_aug,664,11,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,22,housing_no,loan_no,contact_cellular,month_aug,388,6,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_tertiary,default_no,231,housing_no,loan_no,contact_cellular,month_aug,428,2,-1,0,poutcome_unknown,1
age_25_or_above,job_self-employed,marital_single,education_secondary,default_no,296,housing_no,loan_no,contact_cellular,month_aug,609,13,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_divorced,education_tertiary,default_no,0,housing_no,loan_no,contact_cellular,month_aug,581,6,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,40,housing_no,loan_no,contact_cellular,month_aug,1033,4,-1,0,poutcome_unknown,1
age_25_or_above,job_retired,marital_married,education_secondary,default_no,2396,housing_no,loan_no,contact_cellular,month_aug,1040,6,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_married,education_unknown,default_no,2944,housing_no,loan_no,contact_cellular,month_aug,672,6,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,7084,housing_no,loan_no,contact_cellular,month_aug,512,8,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_tertiary,default_no,569,housing_no,loan_no,contact_cellular,month_aug,976,12,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,0,housing_no,loan_no,contact_telephone,month_aug,645,9,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,1138,housing_no,loan_no,contact_cellular,month_aug,523,3,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_divorced,education_secondary,default_no,54,housing_yes,loan_no,contact_cellular,month_aug,1642,3,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,2637,housing_no,loan_no,contact_cellular,month_aug,583,17,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,2473,housing_no,loan_no,contact_cellular,month_aug,965,4,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,5603,housing_no,loan_no,contact_cellular,month_aug,2372,6,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_divorced,education_secondary,default_no,225,housing_no,loan_no,contact_cellular,month_aug,1126,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,-17,housing_yes,loan_yes,contact_cellular,month_aug,908,1,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_no,3490,housing_yes,loan_no,contact_cellular,month_aug,643,2,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,769,housing_no,loan_no,contact_cellular,month_aug,695,2,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_divorced,education_secondary,default_no,-90,housing_no,loan_yes,contact_telephone,month_oct,270,1,-1,0,poutcome_unknown,1
age_25_or_above,job_self-employed,marital_married,education_tertiary,default_no,1785,housing_no,loan_no,contact_unknown,month_oct,235,1,-1,0,poutcome_unknown,1
age_25_or_above,job_self-employed,marital_single,education_tertiary,default_no,-103,housing_yes,loan_yes,contact_telephone,month_oct,3253,1,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_divorced,education_secondary,default_no,555,housing_yes,loan_yes,contact_telephone,month_oct,478,1,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,5303,housing_yes,loan_no,contact_unknown,month_oct,133,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,1258,housing_no,loan_no,contact_unknown,month_oct,312,1,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_no,1679,housing_no,loan_no,contact_telephone,month_oct,718,1,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,1664,housing_yes,loan_no,contact_telephone,month_oct,2016,1,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,8749,housing_yes,loan_yes,contact_unknown,month_oct,294,1,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_single,education_secondary,default_no,-247,housing_yes,loan_yes,contact_telephone,month_oct,519,1,166,1,poutcome_other,1
age_25_or_above,job_services,marital_married,education_secondary,default_no,3444,housing_yes,loan_no,contact_telephone,month_oct,144,1,91,4,poutcome_failure,1
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,5346,housing_yes,loan_yes,contact_unknown,month_oct,187,1,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,1144,housing_yes,loan_no,contact_unknown,month_oct,676,1,-1,0,poutcome_unknown,1
age_25_or_above,job_student,marital_single,education_secondary,default_no,2351,housing_no,loan_no,contact_telephone,month_oct,157,1,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_tertiary,default_no,5514,housing_no,loan_no,contact_telephone,month_oct,181,1,-1,0,poutcome_unknown,1
age_25_or_above,job_self-employed,marital_married,education_secondary,default_no,123,housing_no,loan_yes,contact_telephone,month_oct,313,1,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_divorced,education_primary,default_no,429,housing_yes,loan_no,contact_telephone,month_oct,80,1,-1,0,poutcome_unknown,1
age_25_or_above,job_entrepreneur,marital_married,education_tertiary,default_no,5254,housing_yes,loan_no,contact_unknown,month_oct,134,1,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,589,housing_yes,loan_no,contact_unknown,month_oct,518,1,147,2,poutcome_success,1
age_25_or_above,job_technician,marital_divorced,education_tertiary,default_no,568,housing_yes,loan_no,contact_unknown,month_oct,112,1,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,10250,housing_yes,loan_no,contact_telephone,month_oct,97,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,3537,housing_no,loan_no,contact_unknown,month_oct,305,1,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_divorced,education_secondary,default_no,1947,housing_no,loan_no,contact_telephone,month_oct,228,1,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,1967,housing_no,loan_no,contact_telephone,month_oct,376,1,-1,0,poutcome_unknown,1
age_25_or_above,job_entrepreneur,marital_married,education_secondary,default_no,2329,housing_no,loan_no,contact_telephone,month_oct,131,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_divorced,education_tertiary,default_no,12026,housing_yes,loan_no,contact_telephone,month_oct,251,1,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,1757,housing_no,loan_no,contact_telephone,month_oct,125,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_secondary,default_no,107,housing_yes,loan_yes,contact_telephone,month_oct,135,1,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,1012,housing_yes,loan_yes,contact_telephone,month_oct,540,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_divorced,education_tertiary,default_no,0,housing_yes,loan_no,contact_telephone,month_oct,171,1,-1,0,poutcome_unknown,1
