checkingstatus,duration,history,purpose,amount,savings,employ,installment,status,others,residence,property,age,otherplans,housing,cards,job,liable,telephone,foreign,outcome
0 <= ... < 200 DM,27,delay in paying off in the past,car (used),5965,... < 100 DM,.. >= 7 years,1,male : single,others - none,2,"car or other, not in attribute 6",> 25 years,none,own,2,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,618,... < 100 DM,.. >= 7 years,4,male : single,others - none,4,real estate,> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
no checking account,10,existing credits paid back duly till now,education,727,500 <= ... < 1000 DM,.. >= 7 years,4,male : single,others - none,4,unknown / no property,> 25 years,none,for free,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,15,existing credits paid back duly till now,radio/television,1444,unknown/ no savings account,... < 1 year,4,male : single,others - none,1,building society savings agreement/ life insurance,<= 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
... < 0 DM,36,existing credits paid back duly till now,furniture/equipment,3620,... < 100 DM,1 <= ... < 4 years,1,male : single,guarantor,2,building society savings agreement/ life insurance,> 25 years,none,own,1,skilled employee / official,2,phone - none,foreign - yes,1
... < 0 DM,10,critical account/ other credits existing (not at this bank),car (new),2241,... < 100 DM,... < 1 year,1,male : single,others - none,3,real estate,> 25 years,none,rent,2,unskilled - resident,2,phone - none,foreign - no,1
0 <= ... < 200 DM,60,all credits at this bank paid back duly,purpose - others,14782,100 <= ... < 500 DM,.. >= 7 years,3,female : divorced/separated/married,others - none,4,unknown / no property,> 25 years,bank,for free,2,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,2
no checking account,24,critical account/ other credits existing (not at this bank),car (new),2022,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,others - none,4,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
... >= 200 DM / salary assignments for at least 1 year,12,all credits at this bank paid back duly,business,609,... < 100 DM,... < 1 year,4,female : divorced/separated/married,others - none,1,real estate,> 25 years,none,own,1,unemployed/ unskilled - non-resident,1,phone - none,foreign - yes,2
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,3021,... < 100 DM,1 <= ... < 4 years,2,male : divorced/separated,others - none,2,real estate,<= 25 years,none,rent,1,unskilled - resident,1,phone - none,foreign - yes,1
... < 0 DM,18,existing credits paid back duly till now,car (new),4380,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,others - none,4,"car or other, not in attribute 6",> 25 years,none,own,1,unskilled - resident,2,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,10,existing credits paid back duly till now,car (new),1309,unknown/ no savings account,1 <= ... < 4 years,4,male : single,guarantor,4,building society savings agreement/ life insurance,> 25 years,none,own,1,unskilled - resident,1,phone - none,foreign - yes,2
... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,2828,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,others - none,4,real estate,<= 25 years,stores,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),radio/television,1795,... < 100 DM,.. >= 7 years,3,female : divorced/separated/married,guarantor,4,real estate,> 25 years,bank,rent,2,unskilled - resident,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,18,existing credits paid back duly till now,furniture/equipment,1533,... < 100 DM,... < 1 year,4,male : married/widowed,co-applicant,1,building society savings agreement/ life insurance,> 25 years,none,own,1,unskilled - resident,2,phone - none,foreign - yes,2
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,5103,... < 100 DM,... < 1 year,3,male : married/widowed,others - none,3,unknown / no property,> 25 years,none,for free,3,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,30,critical account/ other credits existing (not at this bank),car (used),10623,... < 100 DM,.. >= 7 years,3,male : single,others - none,4,unknown / no property,> 25 years,none,for free,3,management/ self-employed/highly qualified employee/ officer,2,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,12,existing credits paid back duly till now,car (new),1386,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,others - none,2,building society savings agreement/ life insurance,> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,2
no checking account,24,existing credits paid back duly till now,business,4591,.. >= 1000 DM,1 <= ... < 4 years,2,male : single,others - none,3,building society savings agreement/ life insurance,> 25 years,none,own,3,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,2
... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,radio/television,3399,unknown/ no savings account,.. >= 7 years,2,male : single,others - none,3,"car or other, not in attribute 6",> 25 years,none,own,1,management/ self-employed/highly qualified employee/ officer,1,phone - none,foreign - yes,1
... >= 200 DM / salary assignments for at least 1 year,6,critical account/ other credits existing (not at this bank),education,1047,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,others - none,4,building society savings agreement/ life insurance,> 25 years,none,own,1,unskilled - resident,1,phone - none,foreign - yes,1
... < 0 DM,48,all credits at this bank paid back duly,business,7685,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,guarantor,4,"car or other, not in attribute 6",> 25 years,none,rent,1,skilled employee / official,1,phone - none,foreign - yes,2
... < 0 DM,18,all credits at this bank paid back duly,furniture/equipment,1553,... < 100 DM,1 <= ... < 4 years,4,male : single,others - none,3,"car or other, not in attribute 6",> 25 years,bank,own,1,skilled employee / official,1,phone - none,foreign - yes,2
no checking account,15,critical account/ other credits existing (not at this bank),radio/television,1360,... < 100 DM,1 <= ... < 4 years,4,male : single,others - none,2,building society savings agreement/ life insurance,> 25 years,none,own,2,skilled employee / official,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,760,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,guarantor,2,real estate,> 25 years,none,own,1,unskilled - resident,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,18,delay in paying off in the past,car (new),2899,unknown/ no savings account,.. >= 7 years,4,male : single,others - none,4,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,2,phone - none,foreign - yes,1
0 <= ... < 200 DM,45,existing credits paid back duly till now,radio/television,3031,100 <= ... < 500 DM,1 <= ... < 4 years,4,male : single,guarantor,4,building society savings agreement/ life insurance,<= 25 years,none,rent,1,skilled employee / official,1,phone - none,foreign - yes,2
0 <= ... < 200 DM,24,delay in paying off in the past,business,4712,unknown/ no savings account,1 <= ... < 4 years,4,male : single,others - none,2,building society savings agreement/ life insurance,> 25 years,bank,own,2,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),business,1887,unknown/ no savings account,1 <= ... < 4 years,4,male : married/widowed,others - none,4,real estate,> 25 years,bank,own,2,skilled employee / official,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,36,existing credits paid back duly till now,education,2273,... < 100 DM,4 <= ... < 7 years,3,male : single,others - none,1,"car or other, not in attribute 6",> 25 years,none,own,2,skilled employee / official,2,phone - none,foreign - yes,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),888,... < 100 DM,.. >= 7 years,4,male : single,others - none,4,"car or other, not in attribute 6",> 25 years,bank,own,1,unskilled - resident,2,phone - none,foreign - yes,2
... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,1620,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,co-applicant,3,building society savings agreement/ life insurance,> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
no checking account,15,existing credits paid back duly till now,furniture/equipment,2708,... < 100 DM,... < 1 year,2,male : single,others - none,3,building society savings agreement/ life insurance,> 25 years,bank,own,2,unskilled - resident,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,866,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,guarantor,2,real estate,<= 25 years,none,own,1,unskilled - resident,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,1414,... < 100 DM,1 <= ... < 4 years,4,male : single,guarantor,2,real estate,> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - no,1
no checking account,9,existing credits paid back duly till now,furniture/equipment,1313,... < 100 DM,.. >= 7 years,1,male : single,others - none,4,"car or other, not in attribute 6",<= 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,2578,.. >= 1000 DM,.. >= 7 years,2,male : single,others - none,2,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
no checking account,15,existing credits paid back duly till now,radio/television,3568,... < 100 DM,.. >= 7 years,4,female : divorced/separated/married,others - none,2,"car or other, not in attribute 6",> 25 years,bank,rent,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,24,existing credits paid back duly till now,car (new),1393,... < 100 DM,1 <= ... < 4 years,2,male : single,guarantor,2,real estate,> 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
... >= 200 DM / salary assignments for at least 1 year,6,existing credits paid back duly till now,furniture/equipment,2116,... < 100 DM,1 <= ... < 4 years,2,male : single,others - none,2,real estate,> 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,12,critical account/ other credits existing (not at this bank),education,2012,unknown/ no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,others - none,2,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
no checking account,24,critical account/ other credits existing (not at this bank),car (new),1940,.. >= 1000 DM,.. >= 7 years,4,male : single,others - none,4,real estate,> 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
... >= 200 DM / salary assignments for at least 1 year,6,critical account/ other credits existing (not at this bank),car (new),1323,100 <= ... < 500 DM,.. >= 7 years,2,male : divorced/separated,others - none,4,"car or other, not in attribute 6",> 25 years,none,own,2,skilled employee / official,2,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,36,existing credits paid back duly till now,education,1977,unknown/ no savings account,.. >= 7 years,4,male : single,others - none,4,unknown / no property,> 25 years,none,own,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,2
... < 0 DM,12,no credits taken/ all credits paid back duly,repairs,1108,... < 100 DM,4 <= ... < 7 years,4,male : single,others - none,3,real estate,> 25 years,none,own,2,skilled employee / official,1,phone - none,foreign - yes,2
no checking account,15,existing credits paid back duly till now,car (used),1300,unknown/ no savings account,.. >= 7 years,4,male : single,others - none,4,unknown / no property,> 25 years,bank,for free,1,skilled employee / official,2,phone - none,foreign - yes,1
... < 0 DM,6,critical account/ other credits existing (not at this bank),radio/television,1169,unknown/ no savings account,.. >= 7 years,4,male : single,others - none,4,real estate,> 25 years,none,own,2,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,36,existing credits paid back duly till now,car (new),3249,... < 100 DM,4 <= ... < 7 years,2,male : single,others - none,4,unknown / no property,> 25 years,bank,for free,1,management/ self-employed/highly qualified employee/ officer,2,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,39,existing credits paid back duly till now,car (used),2569,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,others - none,4,"car or other, not in attribute 6",<= 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1549,unknown/ no savings account,... < 1 year,4,male : single,others - none,2,real estate,> 25 years,none,own,1,unemployed/ unskilled - non-resident,1,phone - none,foreign - yes,1
no checking account,6,critical account/ other credits existing (not at this bank),radio/television,700,unknown/ no savings account,.. >= 7 years,4,male : single,others - none,4,unknown / no property,> 25 years,none,for free,2,skilled employee / official,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),6078,... < 100 DM,4 <= ... < 7 years,2,male : single,others - none,2,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,1206,... < 100 DM,.. >= 7 years,4,female : divorced/separated/married,others - none,4,real estate,<= 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1355,... < 100 DM,... < 1 year,3,female : divorced/separated/married,others - none,4,"car or other, not in attribute 6",<= 25 years,none,own,1,unskilled - resident,1,"phone - yes, registered under the customers name",foreign - yes,2
no checking account,24,delay in paying off in the past,business,2978,unknown/ no savings account,1 <= ... < 4 years,4,male : single,others - none,4,real estate,> 25 years,none,own,2,skilled employee / official,2,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,24,existing credits paid back duly till now,car (new),1525,.. >= 1000 DM,4 <= ... < 7 years,4,female : divorced/separated/married,others - none,3,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,2,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,6,delay in paying off in the past,radio/television,932,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,others - none,2,real estate,<= 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,27,existing credits paid back duly till now,business,2528,... < 100 DM,... < 1 year,4,female : divorced/separated/married,others - none,1,building society savings agreement/ life insurance,> 25 years,none,own,1,skilled employee / official,2,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,18,no credits taken/ all credits paid back duly,furniture/equipment,3114,... < 100 DM,... < 1 year,1,female : divorced/separated/married,others - none,4,building society savings agreement/ life insurance,> 25 years,none,rent,1,skilled employee / official,1,phone - none,foreign - yes,2
... >= 200 DM / salary assignments for at least 1 year,30,delay in paying off in the past,business,1908,... < 100 DM,.. >= 7 years,4,male : single,others - none,4,real estate,> 25 years,none,own,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,2
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1240,unknown/ no savings account,.. >= 7 years,4,female : divorced/separated/married,others - none,2,real estate,> 25 years,none,own,2,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,717,... < 100 DM,.. >= 7 years,4,male : single,others - none,4,real estate,> 25 years,none,own,3,skilled employee / official,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,15,existing credits paid back duly till now,repairs,1514,100 <= ... < 500 DM,1 <= ... < 4 years,4,male : single,guarantor,2,real estate,<= 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
no checking account,15,critical account/ other credits existing (not at this bank),radio/television,1829,... < 100 DM,.. >= 7 years,4,male : single,others - none,4,"car or other, not in attribute 6",> 25 years,none,own,2,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,12,existing credits paid back duly till now,car (new),640,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,others - none,2,real estate,> 25 years,none,own,1,unskilled - resident,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,36,delay in paying off in the past,car (new),7432,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,others - none,2,building society savings agreement/ life insurance,> 25 years,none,rent,1,skilled employee / official,1,phone - none,foreign - yes,1
no checking account,12,existing credits paid back duly till now,business,1542,... < 100 DM,4 <= ... < 7 years,2,male : single,others - none,4,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,36,critical account/ other credits existing (not at this bank),car (used),9629,... < 100 DM,4 <= ... < 7 years,4,male : single,others - none,4,"car or other, not in attribute 6",<= 25 years,none,own,2,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,2
no checking account,6,no credits taken/ all credits paid back duly,radio/television,426,... < 100 DM,.. >= 7 years,4,male : married/widowed,others - none,4,"car or other, not in attribute 6",> 25 years,none,own,1,unskilled - resident,1,phone - none,foreign - yes,1
no checking account,15,existing credits paid back duly till now,education,4623,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,others - none,2,building society savings agreement/ life insurance,> 25 years,none,own,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,2
... < 0 DM,18,delay in paying off in the past,education,8471,unknown/ no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,others - none,2,"car or other, not in attribute 6",<= 25 years,none,rent,2,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,36,existing credits paid back duly till now,education,3711,unknown/ no savings account,1 <= ... < 4 years,2,male : married/widowed,others - none,2,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
no checking account,48,delay in paying off in the past,radio/television,12749,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male : single,others - none,1,"car or other, not in attribute 6",> 25 years,none,own,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,42,existing credits paid back duly till now,furniture/equipment,7882,... < 100 DM,4 <= ... < 7 years,2,male : single,guarantor,4,building society savings agreement/ life insurance,> 25 years,none,for free,1,skilled employee / official,2,phone - none,foreign - yes,1
no checking account,60,existing credits paid back duly till now,radio/television,10144,100 <= ... < 500 DM,4 <= ... < 7 years,2,female : divorced/separated/married,others - none,4,real estate,<= 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1246,... < 100 DM,... < 1 year,4,male : single,others - none,2,real estate,<= 25 years,stores,own,1,unskilled - resident,1,phone - none,foreign - yes,2
no checking account,36,existing credits paid back duly till now,radio/television,3595,... < 100 DM,.. >= 7 years,4,male : single,others - none,2,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),furniture/equipment,3617,... < 100 DM,.. >= 7 years,1,male : single,others - none,4,"car or other, not in attribute 6",> 25 years,none,rent,3,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,12,existing credits paid back duly till now,radio/television,886,unknown/ no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,others - none,2,"car or other, not in attribute 6",<= 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
... < 0 DM,24,all credits at this bank paid back duly,radio/television,1546,... < 100 DM,4 <= ... < 7 years,4,male : single,guarantor,4,"car or other, not in attribute 6",<= 25 years,bank,rent,1,unskilled - resident,1,phone - none,foreign - yes,2
... < 0 DM,12,critical account/ other credits existing (not at this bank),car (new),2171,... < 100 DM,1 <= ... < 4 years,4,male : single,others - none,4,building society savings agreement/ life insurance,> 25 years,bank,own,2,unskilled - resident,1,phone - none,foreign - no,1
no checking account,36,no credits taken/ all credits paid back duly,repairs,2613,... < 100 DM,1 <= ... < 4 years,4,male : single,others - none,2,"car or other, not in attribute 6",> 25 years,none,own,2,skilled employee / official,1,phone - none,foreign - yes,1
no checking account,12,existing credits paid back duly till now,car (new),1101,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,others - none,2,real estate,> 25 years,none,own,2,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,18,existing credits paid back duly till now,furniture/equipment,3001,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,others - none,4,real estate,> 25 years,none,rent,1,skilled employee / official,1,phone - none,foreign - yes,1
no checking account,12,existing credits paid back duly till now,radio/television,2279,unknown/ no savings account,1 <= ... < 4 years,4,male : single,others - none,4,unknown / no property,> 25 years,none,for free,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,10,existing credits paid back duly till now,furniture/equipment,1521,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,others - none,2,"car or other, not in attribute 6",> 25 years,none,own,1,unskilled - resident,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),1042,unknown/ no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,others - none,2,building society savings agreement/ life insurance,> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,2
0 <= ... < 200 DM,48,delay in paying off in the past,business,6681,unknown/ no savings account,1 <= ... < 4 years,4,male : single,others - none,4,unknown / no property,> 25 years,none,for free,1,skilled employee / official,2,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,36,delay in paying off in the past,business,2145,... < 100 DM,4 <= ... < 7 years,2,male : single,others - none,1,"car or other, not in attribute 6",<= 25 years,none,own,2,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,2
... < 0 DM,24,existing credits paid back duly till now,car (new),4817,... < 100 DM,4 <= ... < 7 years,2,male : single,co-applicant,3,building society savings agreement/ life insurance,> 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,2
0 <= ... < 200 DM,48,no credits taken/ all credits paid back duly,business,14421,... < 100 DM,1 <= ... < 4 years,2,male : single,others - none,2,"car or other, not in attribute 6",<= 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,2
... < 0 DM,12,critical account/ other credits existing (not at this bank),car (new),691,... < 100 DM,.. >= 7 years,4,male : single,others - none,3,building society savings agreement/ life insurance,> 25 years,none,own,2,skilled employee / official,1,phone - none,foreign - yes,2
0 <= ... < 200 DM,18,existing credits paid back duly till now,education,1239,unknown/ no savings account,1 <= ... < 4 years,4,male : single,others - none,4,unknown / no property,> 25 years,none,for free,1,skilled employee / official,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,21,existing credits paid back duly till now,business,2767,100 <= ... < 500 DM,.. >= 7 years,4,male : divorced/separated,others - none,2,"car or other, not in attribute 6",> 25 years,bank,rent,2,unskilled - resident,1,phone - none,foreign - yes,2
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),6260,... < 100 DM,4 <= ... < 7 years,3,male : single,others - none,3,real estate,> 25 years,none,rent,1,unskilled - resident,1,phone - none,foreign - yes,1
... < 0 DM,18,existing credits paid back duly till now,education,750,... < 100 DM,unemployed,4,female : divorced/separated/married,others - none,1,real estate,> 25 years,none,own,1,unemployed/ unskilled - non-resident,1,phone - none,foreign - yes,2
no checking account,12,delay in paying off in the past,car (used),1503,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,others - none,4,real estate,> 25 years,none,rent,1,skilled employee / official,1,phone - none,foreign - yes,1
... < 0 DM,12,existing credits paid back duly till now,radio/television,701,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,others - none,2,real estate,> 25 years,none,own,1,unskilled - resident,1,phone - none,foreign - yes,1
no checking account,11,critical account/ other credits existing (not at this bank),radio/television,1154,100 <= ... < 500 DM,unemployed,4,female : divorced/separated/married,others - none,4,real estate,> 25 years,none,own,3,unskilled - resident,1,phone - none,foreign - yes,1
no checking account,21,existing credits paid back duly till now,radio/television,3160,unknown/ no savings account,.. >= 7 years,4,male : single,others - none,3,building society savings agreement/ life insurance,> 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,18,critical account/ other credits existing (not at this bank),furniture/equipment,2124,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,others - none,4,real estate,<= 25 years,none,rent,2,skilled employee / official,1,phone - none,foreign - yes,2
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,766,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,others - none,3,real estate,> 25 years,none,own,1,unskilled - resident,1,phone - none,foreign - yes,2
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (used),6948,... < 100 DM,1 <= ... < 4 years,2,male : single,others - none,2,"car or other, not in attribute 6",> 25 years,none,rent,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,1
... >= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,radio/television,1126,100 <= ... < 500 DM,.. >= 7 years,2,male : divorced/separated,others - none,4,real estate,> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
... < 0 DM,18,existing credits paid back duly till now,car (new),1216,... < 100 DM,... < 1 year,4,female : divorced/separated/married,others - none,3,"car or other, not in attribute 6",<= 25 years,none,rent,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,2
... < 0 DM,12,existing credits paid back duly till now,radio/television,2214,... < 100 DM,1 <= ... < 4 years,4,male : single,others - none,3,building society savings agreement/ life insurance,<= 25 years,none,own,1,unskilled - resident,1,phone - none,foreign - yes,1
no checking account,24,critical account/ other credits existing (not at this bank),car (used),4042,unknown/ no savings account,4 <= ... < 7 years,3,male : single,others - none,4,building society savings agreement/ life insurance,> 25 years,none,own,2,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,15,existing credits paid back duly till now,radio/television,1053,... < 100 DM,... < 1 year,4,male : married/widowed,others - none,2,real estate,> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - no,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,2896,100 <= ... < 500 DM,... < 1 year,2,male : single,others - none,1,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
... < 0 DM,12,no credits taken/ all credits paid back duly,radio/television,6199,... < 100 DM,1 <= ... < 4 years,4,male : single,others - none,2,building society savings agreement/ life insurance,> 25 years,none,rent,2,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,2
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),car (used),7758,.. >= 1000 DM,.. >= 7 years,2,female : divorced/separated/married,others - none,4,unknown / no property,> 25 years,none,rent,1,skilled employee / official,1,phone - none,foreign - yes,1
... < 0 DM,12,existing credits paid back duly till now,car (new),1372,... < 100 DM,4 <= ... < 7 years,2,male : divorced/separated,others - none,3,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,2
... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,6350,unknown/ no savings account,.. >= 7 years,4,male : single,others - none,4,building society savings agreement/ life insurance,> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,2
0 <= ... < 200 DM,18,existing credits paid back duly till now,business,4439,... < 100 DM,.. >= 7 years,1,male : single,co-applicant,1,real estate,> 25 years,bank,own,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,48,existing credits paid back duly till now,business,15672,... < 100 DM,1 <= ... < 4 years,2,male : single,others - none,2,"car or other, not in attribute 6",<= 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,2
no checking account,12,existing credits paid back duly till now,radio/television,804,... < 100 DM,.. >= 7 years,4,male : single,others - none,4,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
... < 0 DM,21,critical account/ other credits existing (not at this bank),car (new),1602,... < 100 DM,.. >= 7 years,4,male : married/widowed,others - none,3,"car or other, not in attribute 6",> 25 years,none,own,2,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
